更新时间,#genre#
20250221 01:48,url


RespoTime,whitelist,#genre#
312.37ms,湖南国际,https://stream1.freetv.fun/hu-nan-guo-ji-2.ctv
312.38ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-88.m3u8
312.39ms,青海卫视,https://stream1.freetv.fun/9a53c90ec51b8f0c2be4dc03b71d82431e9806e8a7ecc9ec91acaf8c8251157c.m3u8
312.45ms,[BD]jordan tv,https://stream1.freetv.fun/jordan-tv-3.m3u8
312.46ms,CCTV11,https://stream1.freetv.fun/a2291aca1f34c2adb00726f287981230a15e9fe84c5350e104f7704947052e52.m3u8
312.46ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-105.m3u8
312.51ms,[HD]青海都市,https://stream1.freetv.fun/qing-hai-du-shi-9.m3u8
312.52ms,VH1 Hip Hop Family 2,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5f7789c1d210fd0007a92182/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2d1022-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=21d1c419-f5c5-44cf-8bd1-7d41c018202e
312.53ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-306.m3u8
312.54ms,[BD]cctv-9,https://stream1.freetv.fun/cctv-9-16.m3u8
312.56ms,[BD]dubai sports 3,https://stream1.freetv.fun/dubai-sports-3-5.m3u8
312.56ms,[BD]德国 ok dessau,https://stream1.freetv.fun/de-guo-ok-dessau-2.m3u8
312.67ms,[BD]cctv7,https://stream1.freetv.fun/cctv7-9.m3u8
312.68ms,河北卫视,https://stream1.freetv.fun/484879dc432ec39cb4a9d641d729fa42d1dd51f44c8c78afdb9e25d21c19dd1b.m3u8
312.71ms,CCTV15,https://stream1.freetv.fun/22af5d7dab8dd2e8ed48ebe1b0eea9814783aa03554f5aff41f4e3ac07adb8a4.m3u8
312.72ms,[BD]sport klub 3 hd,https://stream1.freetv.fun/sport-klub-3-1.m3u8
312.75ms,[SD]cctv14,https://stream1.freetv.fun/cctv14-4.m3u8
312.76ms,[BD]tvbs亚洲,https://stream1.freetv.fun/tvbsya-zhou-5.m3u8
312.78ms,CHC动作电影,https://stream1.freetv.fun/chc-dong-zuo-dian-ying-1.ctv
312.79ms,[HD]persiana two,https://stream1.freetv.fun/persiana-two-1.m3u8
312.79ms,吉林卫视,https://stream1.freetv.fun/ac7968c8135cbc7855ccb74587fbf1ec61929dcf02f067f511ceb8f2637be000.m3u8
312.79ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-532.m3u8
312.79ms,[VGA]vision 4,https://stream1.freetv.fun/vision-4-1.m3u8
312.80ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-162.m3u8
312.81ms,[BD]深圳卫视,https://stream1.freetv.fun/shen-zhen-wei-shi-9.m3u8
312.81ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
312.82ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-59.m3u8
312.83ms,[SD]nrj 12,https://stream1.freetv.fun/nrj-12-1.m3u8
312.84ms,睛彩篮球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4815&tk=f6cc1e0a0e1a
312.84ms,Real Housewives Vault,https://xumo-xumoent-vc-123-8gq0q.fast.nbcuni.com/live/master.m3u8
312.86ms,[BD]red bull tv,https://stream1.freetv.fun/red-bull-tv-2.m3u8
312.86ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-38.m3u8
312.94ms,[SD]新疆卫视,https://stream1.freetv.fun/xin-jiang-wei-shi-21.m3u8
312.96ms,[HD]action 24,https://stream1.freetv.fun/action-24-2.m3u8
312.98ms,[VGA]htv7,https://stream1.freetv.fun/htv7-3.m3u8
313.01ms,[BD]安徽卫视,https://stream1.freetv.fun/an-hui-wei-shi-34.m3u8
313.03ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-696.m3u8
313.04ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-14.m3u8
313.04ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-389.m3u8
313.04ms,[BD]cowboy movie channel,https://stream1.freetv.fun/cowboy-movie-channel-2.m3u8
313.05ms,[SD]al masar tv,https://stream1.freetv.fun/al-masar-tv-2.m3u8
313.06ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-15.ctv
313.07ms,[SD]iqraa,https://stream1.freetv.fun/iqraa-2.m3u8
313.07ms,[SD]陕西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-4.m3u8
313.09ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-623.m3u8
313.10ms,[BD]甘肃卫视,https://stream1.freetv.fun/gan-su-wei-shi-23.m3u8
313.13ms,[SD]cctv7高清,https://stream1.freetv.fun/cctv7gao-qing-2.m3u8
313.16ms,[BD]cctv15,https://stream1.freetv.fun/cctv15-7.m3u8
313.18ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-101.m3u8
313.18ms,宁夏卫视,https://stream1.freetv.fun/468724f3578ae4ba909c682f9425bdf41fbdddb9bb719f8932c2c27fb5904383.m3u8
313.20ms,[HD]canal 2000,https://stream1.freetv.fun/canal-2000-1.m3u8
313.21ms,[HD]polsat news 2,https://stream1.freetv.fun/polsat-news-2-2.m3u8
313.23ms,[SD]湖南金鹰纪实,https://stream1.freetv.fun/hu-nan-jin-ying-ji-shi-1.m3u8
313.25ms,湖北垄上,https://stream1.freetv.fun/hu-bei-long-shang-15.m3u8
313.25ms,五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-12.m3u8
313.27ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-26.ctv
313.28ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-11.ctv
313.31ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-13.m3u8
313.34ms,[HD]euro d,https://stream1.freetv.fun/euro-d-1.m3u8
313.34ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-27.ctv
313.38ms,河北卫视,https://stream1.freetv.fun/23dab4bb5df9906c132792ea9e941086ebb99a78591d2b45247929d954b4dfbe.m3u8
313.43ms,Christian Youth Channel (CYC) (1080p),http://media3.smc-host.com:1935/cycnow.com/smil:cyc.smil/playlist.m3u8
313.45ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-243.m3u8
313.46ms,[BD]kino 1,https://stream1.freetv.fun/kino-1-3.m3u8
313.46ms,[HD]motortrend,https://stream1.freetv.fun/motortrend-2.m3u8
313.47ms,[BD]big time plus,https://stream1.freetv.fun/big-time-plus-1.m3u8
313.51ms,[HD]tv 100,https://stream1.freetv.fun/tv-100-1.m3u8
313.51ms,[BD]cnn brasil,https://stream1.freetv.fun/cnn-brasil-3.m3u8
313.54ms,[BD]cartoonito,https://stream1.freetv.fun/cartoonito-4.m3u8
313.54ms,CCTV2,https://stream1.freetv.fun/ada063c76ea9d561f08284d973fd7ef10fabf4ed18f2af169cdddd85a4b51113.m3u8
313.56ms,深圳卫视,https://epg.pw/stream/a4db962fa3a8c6fc162e00c7e3c223df0abc62955a760509ae37ff8a95876b4e.m3u8
313.57ms,东方影视,https://stream1.freetv.fun/dong-fang-ying-shi-13.m3u8
313.59ms,新闻综合,https://stream1.freetv.fun/ipv6-shang-hai-xin-wen-zong-he-2.m3u8
313.59ms,[BD]cctv4,https://stream1.freetv.fun/cctv4-17.m3u8
313.60ms,[HD]natgeowild,https://stream1.freetv.fun/natgeowild-1.m3u8
313.64ms,[BD]山西卫视,https://stream1.freetv.fun/shan-xi-wei-shi-109.m3u8
313.65ms,Now英超体壹,http://hkenlive.uk/livehttpplay?channel_id=13010
313.66ms,[HD]nbt world,https://stream1.freetv.fun/nbt-world-1.m3u8
313.68ms,西藏卫视,https://stream1.freetv.fun/e35b0848da1b0a6be0928ef360e64275e9255a2adbe9d7dd151360bf005d5e55.m3u8
313.70ms,[HD]tvp mazatlán,https://stream1.freetv.fun/tvp-mazatlan-1.m3u8
313.75ms,[HD]lol! network,https://stream1.freetv.fun/lol--network-2.m3u8
313.76ms,河北卫视,https://stream1.freetv.fun/50a5410e1d04d5d14187b7b663c633977b51e860cf4e7046b19159d791a1a0a1.m3u8
313.76ms,[BD]cctv10,https://stream1.freetv.fun/cctv10-22.m3u8
313.77ms,江西卫视,https://stream1.freetv.fun/c5b111188406543af7e57b190d868e9e911cae646dee6d37d2af0075aeccd66d.m3u8
313.78ms,东方卫视,https://stream1.freetv.fun/e3d4f185eb27d026fd51e6f45e4151ef3a2b76e097db4754a485865d9467aebc.m3u8
313.80ms,[BD]华语电视3,https://stream1.freetv.fun/hua-yu-dian-shi-3-5.m3u8
313.89ms,四川卫视,https://stream1.freetv.fun/527087db94595f8149818edbff1796a27936a74ad5037913f940114a3b585178.m3u8
313.92ms,[HD]好消息,https://stream1.freetv.fun/hao-xiao-xi-1.m3u8
313.92ms,[BD]axs tv now,https://stream1.freetv.fun/axs-tv-now-4.m3u8
313.94ms,[BD]天津卫视,https://stream1.freetv.fun/tian-jin-wei-shi-40.m3u8
313.95ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-568.m3u8
313.96ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-479.m3u8
314.00ms,[BD]ufc,https://stream1.freetv.fun/ufc-2.m3u8
314.01ms,nba tv,https://stream1.freetv.fun/nba-tv-5.m3u8
314.06ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-131.m3u8
314.06ms,[HD]mad world,https://stream1.freetv.fun/mad-world-2.m3u8
314.09ms,福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-4.m3u8
314.09ms,[BD]影视娱乐,https://stream1.freetv.fun/ying-shi-yu-le-3.m3u8
314.10ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-5.m3u8
314.11ms,[BD]black news channel (1080p),https://stream1.freetv.fun/black-news-channel-3.m3u8
314.13ms,[BD]kuwait tv 2,https://stream1.freetv.fun/kuwait-tv-2-1.m3u8
314.13ms,安徽卫视,https://stream1.freetv.fun/5b4822a5ec2db203657ad69a37c8ee684490003ec64dfd80eb0c8074110f60e2.m3u8
314.15ms,吉林卫视,https://stream1.freetv.fun/15bad2258aaef5dc3c8ad777f08c118643eed6f51fa4f556a74dd0f2b0267abb.m3u8
314.19ms,[HD]cctv4,https://stream1.freetv.fun/cctv4-12.ctv
314.21ms,[SD]cctv7,https://stream1.freetv.fun/cctv7-57.m3u8
314.25ms,南宁公共,https://stream1.freetv.fun/nan-zhu-gong-gong-6.m3u8
314.26ms,[SD]四川卫视,https://stream1.freetv.fun/si-chuan-wei-shi-66.m3u8
314.28ms,[SD]cctv13,https://stream1.freetv.fun/cctv13-63.m3u8
314.29ms,[BD]辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-31.m3u8
314.31ms,[HD]以色列clubbingtv,https://stream1.freetv.fun/yi-se-lie-clubbingtv-1.m3u8
314.31ms,[HD]ls tv,https://stream1.freetv.fun/ls-tv-2.m3u8
314.32ms,湖北卫视,https://stream1.freetv.fun/bc50451637d5514ecb84768e26477cffe68ade94f1b7315a43296bf62a6dad10.m3u8
314.32ms,CCTV12,https://stream1.freetv.fun/b0468d79ea902e3b48781da5ff9767e3fa65491b9944500bab58e8fd9bced0f3.m3u8
314.33ms,潍坊新闻综合,https://stream1.freetv.fun/ipv6-wei-fang-xin-wen-zong-he-1.m3u8
314.33ms,[BD]cctv-5体育,https://stream1.freetv.fun/cctv-5ti-yu-3.m3u8
314.35ms,[HD]青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-61.m3u8
314.37ms,[BD]cctv9,https://stream1.freetv.fun/cctv9-17.m3u8
314.37ms,[BD]ert news,https://stream1.freetv.fun/ert-news-1.m3u8
314.40ms,[SD]耀才财经频道,https://stream1.freetv.fun/yao-cai-cai-jing-9.m3u8
314.41ms,[BD]france 24 french,https://stream1.freetv.fun/france-24-french-1.m3u8
314.42ms,[BD]新疆卫视,https://stream1.freetv.fun/xin-jiang-wei-shi-19.m3u8
314.44ms,青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-10.m3u8
314.45ms,青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-31.m3u8
314.45ms,湖北经视,https://stream1.freetv.fun/hu-bei-jing-shi-1.m3u8
314.45ms,[SD]стс kids,https://stream1.freetv.fun/sts-kids-1.m3u8
314.48ms,新疆卫视,https://stream1.freetv.fun/cae971892ef630227c1dfb4d1d6c1c8e12cc2fbb74359c37884a31f76e7c8751.m3u8
314.49ms,[BD]浙江卫视,https://stream1.freetv.fun/zhe-jiang-wei-shi-106.m3u8
314.50ms,寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-2.m3u8
314.50ms,NBC News NOW (1080p),https://plex-xumoent-nbcnn-x17gi.fast.nbcuni.com/live/master_5.m3u8
314.53ms,CCTV17,https://stream1.freetv.fun/d8b7ff5633a3ddbce9eaa0ff2431fa601b88302391aa01a7e37fbd2d940a7079.m3u8
314.53ms,湖南卫视,https://epg.pw/stream/66f6c4acdd342253033a30dfe3007ff934b0cd9048561539a9e6c8290d45e365.m3u8
314.54ms,东方卫视,https://stream1.freetv.fun/1adeb3128cbc7c74ed017192dc53a04fbf7d1add75418b57417546d1047b3a72.m3u8
314.57ms,[HD]武汉经济,https://stream1.freetv.fun/wu-yi-jing-ji-5.m3u8
314.63ms,[SD]金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-6.m3u8
314.68ms,[BD]trace urban hd,https://stream1.freetv.fun/trace-urban-4.m3u8
314.68ms,[HD]trt belgesel,https://stream1.freetv.fun/trt-belgesel-3.m3u8
314.81ms,中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-7.ctv
314.84ms,[SD]cctv11,https://stream1.freetv.fun/cctv11-3.m3u8
314.85ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-7.m3u8
314.87ms,CCTV16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8
314.88ms,[BD]cgntv japan,https://stream1.freetv.fun/cgntv-japan-1.m3u8
314.91ms,[BD]fashion tv,https://stream1.freetv.fun/fashion-tv-5.m3u8
314.92ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-146.m3u8
314.97ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-8.m3u8
314.98ms,山东卫视,https://stream1.freetv.fun/bdfeedd9cee7f96badac91e6dac2992ed6cdbe112d4cd5fddd82979fc2c9d0a5.m3u8
314.98ms,[HD]tv sunnah,https://stream1.freetv.fun/tv-sunnah-1.m3u8
314.99ms,上海纪实,https://stream1.freetv.fun/ipv6-shang-hai-ji-shi-ren-wen-1.m3u8
315.00ms,[BD]江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-77.m3u8
315.01ms,黑龙江都市,https://stream1.freetv.fun/hei-long-jiang-du-shi-7.m3u8
315.04ms,[HD]hmong star tv,https://stream1.freetv.fun/hmong-star-tv-1.m3u8
315.04ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-7.m3u8
315.09ms,[BD]msj tv,https://stream1.freetv.fun/msj-tv-1.m3u8
315.12ms,云南卫视,https://stream1.freetv.fun/5bbba5834b315d5fec76e36bcd530eca118d6b43f41e5be0a5ac9da26541fad7.m3u8
315.14ms,北京卫视,https://stream1.freetv.fun/a2b77b13f92531d7d4caf730dc6335d64bf721447832027bbc45fc614c5a3d64.m3u8
315.15ms,[BD]东南卫视,https://stream1.freetv.fun/dong-nan-wei-shi-81.m3u8
315.18ms,[SD]cctv5,https://stream1.freetv.fun/cctv5-19.m3u8
315.20ms,[BD]escape tv,https://stream1.freetv.fun/escape-tv-1.m3u8
315.27ms,海南卫视,https://stream1.freetv.fun/3a6569cd256210f6ab2e3d5c81f2f81fd684349704bfb1ad0ab6ba7a317588a2.m3u8
315.27ms,[BD]东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-10.m3u8
315.29ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-1.m3u8
315.36ms,[VGA]ebs+ 1,https://stream1.freetv.fun/ebs-plus--1-3.m3u8
315.39ms,[SD]baby time,https://stream1.freetv.fun/baby-time-2.m3u8
315.42ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-295.m3u8
315.42ms,WHBQ-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02104-imagicommcommun-whbqbreaking-ono/playlist.m3u8
315.46ms,TVN,https://stream1.freetv.fun/tvn-3.m3u8
315.51ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-282.m3u8
315.55ms,[BD]cctv9,https://stream1.freetv.fun/cctv9-57.m3u8
315.59ms,American Crimes,https://xumo-xumoent-vc-113-at8kn.fast.nbcuni.com/live/master.m3u8
315.68ms,苏州生活资讯,https://stream1.freetv.fun/su-zhou-sheng-huo-zi-xun-1.m3u8
315.68ms,[BD]globo rj,https://stream1.freetv.fun/globo-rj-1.ctv
315.69ms,[HD]nm television,https://stream1.freetv.fun/nm-television-2.m3u8
315.71ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-354.m3u8
315.73ms,[BD]logos tv,https://stream1.freetv.fun/logos-tv-2.m3u8
315.74ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-658.m3u8
315.76ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-308.m3u8
315.76ms,[HD]青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-59.m3u8
315.76ms,CCTV4,https://stream1.freetv.fun/ef9b087371bda4714a5baf1f17f93e9dc7cfd2890eab472f3058709c17b3315f.m3u8
315.79ms,[BD]waterbear,https://stream1.freetv.fun/waterbear-4.m3u8
315.81ms,湖南教育,https://stream1.freetv.fun/hu-nan-jiao-yu-2.m3u8
315.81ms,武汉一台新闻综合,https://stream1.freetv.fun/wu-yi-xin-wen-zong-he-1.m3u8
315.83ms,[BD]universal crime,https://stream1.freetv.fun/universal-crime-1.m3u8
315.85ms,[HD]bs11,https://stream1.freetv.fun/bs11-2.m3u8
315.87ms,[BD]tv 4,https://stream1.freetv.fun/tv-4-2.m3u8
315.88ms,广元综合,https://stream1.freetv.fun/yan-yuan-zong-he-2.ctv
315.88ms,[VGA]buzzr,https://stream1.freetv.fun/buzzr-9.m3u8
315.88ms,浙江卫视,https://stream1.freetv.fun/de894822c716882fdc3ccde13a1df6ab170cc15d56ed820dd683a6fd9a9ac182.m3u8
315.89ms,[BD]al sharqiya,https://stream1.freetv.fun/al-sharqiya-3.m3u8
315.89ms,[VGA]武汉文体,https://stream1.freetv.fun/wu-yi-wen-ti-1.m3u8
315.90ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-17.m3u8
315.90ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-140.m3u8
315.91ms,[BD]广州南国都市,https://stream1.freetv.fun/yan-zhou-nan-guo-du-shi-8.m3u8
315.94ms,三立戏剧,https://stream1.freetv.fun/san-li-xi-ju-1.m3u8
315.94ms,[HD]kbs world,https://stream1.freetv.fun/kbs-world-7.m3u8
315.94ms,湖南国际,https://stream1.freetv.fun/hu-nan-guo-ji-6.m3u8
315.95ms,余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?
315.96ms,[HD]tv8,https://stream1.freetv.fun/tv8-3.m3u8
315.97ms,[BD]dubai tv,https://stream1.freetv.fun/dubai-tv-2.m3u8
316.04ms,[BD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-54.m3u8
316.04ms,[HD]toon goggles (720p),https://stream1.freetv.fun/toon-goggles-3.m3u8
316.04ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-529.m3u8
316.07ms,[BD]cgtn arabic,https://stream1.freetv.fun/cgtn-arabic-2.m3u8
316.07ms,凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-3.m3u8
316.10ms,[SD]cctv6,https://stream1.freetv.fun/cctv6-54.m3u8
316.11ms,海南卫视,https://stream1.freetv.fun/0703c7d7180c9e155ea28c09371baa33ec959ddbff42f8ef6541a8e464c3e70d.m3u8
316.11ms,[BD]cctv4,https://stream1.freetv.fun/cctv4-34.m3u8
316.14ms,第一财经,https://stream1.freetv.fun/ipv6-di-yi-cai-jing-11.m3u8
316.14ms,[SD]湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-3.m3u8
316.14ms,湖北综合,https://stream1.freetv.fun/hu-bei-zong-he-3.m3u8
316.17ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-30.m3u8
316.17ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-3.m3u8
316.17ms,[BD]翡翠,https://stream1.freetv.fun/fei-cui-7.m3u8
316.18ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-556.m3u8
316.18ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-6.m3u8
316.19ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-13.ctv
316.20ms,[HD]三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-22.m3u8
316.21ms,[BD]cctv8,https://stream1.freetv.fun/cctv8-50.m3u8
316.21ms,[HD]南宁影视娱乐,https://stream1.freetv.fun/nan-zhu-ying-shi-yu-le-1.m3u8
316.22ms,[BD]吉林卫视,https://stream1.freetv.fun/ji-lin-wei-shi-60.m3u8
316.25ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-7.m3u8
316.26ms,福建少儿,https://stream1.freetv.fun/fu-jian-shao-er-1.m3u8
316.27ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-705.m3u8
316.33ms,[HD]one,https://stream1.freetv.fun/one-5.m3u8
316.34ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-9.ctv
316.35ms,西藏卫视,https://stream1.freetv.fun/a49e23e64df3f298107a73164d61744b12634287593fc849d504ba2918b3996d.m3u8
316.35ms,[BD]安徽体育,https://stream1.freetv.fun/an-hui-ti-yu-1.m3u8
316.36ms,CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-19.m3u8
316.37ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-75.m3u8
316.40ms,山东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1491&tk=e640d0a1bf70
316.41ms,重庆卫视,https://stream1.freetv.fun/260cb3559c2f6318728981a6409dd83a1a6a62ef07185c85be3f30b16b909ed9.m3u8
316.43ms,黑龙江卫视,https://epg.pw/stream/c6c1262d0b35e59eac22bf513395f00f8b60cc5eab41f598412cdf8269312f32.m3u8
316.43ms,海南卫视,https://stream1.freetv.fun/hai-nan-wei-shi-12.m3u8
316.43ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-3.ctv
316.44ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-361.m3u8
316.48ms,江苏卫视,https://stream1.freetv.fun/0649ab465998e527a93053f995b4a2ccd9ecb2a7b1eb05653f4d3a6033383fe2.m3u8
316.48ms,[BD]mbc masr 2,https://stream1.freetv.fun/mbc-masr-2-3.m3u8
316.51ms,[BD]regio tv bodensee,https://stream1.freetv.fun/regio-tv-bodensee-2.m3u8
316.52ms,绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-1.m3u8
316.52ms,[BD]rajeen tv,https://stream1.freetv.fun/rajeen-tv-3.m3u8
316.54ms,[HD]摩洛哥tv5mondeorient,https://stream1.freetv.fun/mo-luo-ge-tv5mondeorient-1.m3u8
316.54ms,[HD]青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-38.m3u8
316.54ms,[HD]canale 7 (480p),https://stream1.freetv.fun/canale-7-2.m3u8
316.55ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-83.m3u8
316.55ms,[SD]aflak,https://stream1.freetv.fun/aflak-1.m3u8
316.56ms,苍南新闻综合,https://stream1.freetv.fun/cang-nan-xin-wen-zong-he-5.m3u8
316.58ms,[HD]青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-89.m3u8
316.60ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-6.m3u8
316.60ms,青海卫视,https://stream1.freetv.fun/c2ab2a9b59fb56843bc411bbbdc088d75b895f3fe33b9e2b116679faba1e3f0b.m3u8
316.60ms,新疆卫视,https://stream1.freetv.fun/ff50600dd45b1b1656f2f7535c04f361a6e8c33606e19dbc9b0316bd173f9408.m3u8
316.61ms,湖北综合,https://stream1.freetv.fun/hu-bei-zong-he-8.m3u8
316.64ms,CCTV5,https://stream1.freetv.fun/98c6fafd18bc31af3093f7a08f606b569d0b6e242dba770667c6dc2ac9185129.m3u8
316.65ms,CCTV8,https://stream1.freetv.fun/faf030243a912e714a0b0721afdab9803c61ab72a436edf75ac88606a651a156.m3u8
316.66ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-311.m3u8
316.66ms,[BD]cctv13,https://stream1.freetv.fun/cctv13-18.m3u8
316.67ms,[BD]辽宁卫视,https://stream1.freetv.fun/liao-zhu-wei-shi-6.m3u8
316.69ms,安徽经济生活,https://stream1.freetv.fun/an-hui-jing-ji-sheng-huo-2.m3u8
316.71ms,[SD]fx life,https://stream1.freetv.fun/fx-life-1.m3u8
316.73ms,[BD]arirang,https://stream1.freetv.fun/arirang-10.m3u8
316.75ms,[BD]tv3 catalunya int,https://stream1.freetv.fun/tv3-catalunya-int-1.m3u8
316.75ms,青海卫视,https://stream1.freetv.fun/e576af3cd10baa5fc9d74e3cb4f7db06569c64e722607de04b5377f0c8cc31fe.m3u8
316.78ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-3.m3u8
316.79ms,[BD]kanal avrupa tr,https://stream1.freetv.fun/kanal-avrupa-tr-3.m3u8
316.81ms,武乡新闻综合,https://stream1.freetv.fun/wu-xiang-xin-wen-zong-he-1.m3u8
316.81ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-148.m3u8
316.82ms,内蒙古卫视,https://stream1.freetv.fun/1a959dda531fbaea13fcaedb57c7f3df2434622aa3b459d95e5b77561fd9847a.m3u8
316.82ms,[BD]广西都市,https://stream1.freetv.fun/yan-xi-du-shi-13.m3u8
316.84ms,[BD]重庆卫视,https://stream1.freetv.fun/zhong-qing-wei-shi-79.m3u8
316.84ms,[SD]湖南卫视,https://stream1.freetv.fun/hu-nan-wei-shi-29.m3u8
316.87ms,湖南教育,https://stream1.freetv.fun/hu-nan-jiao-yu-6.ctv
316.88ms,[HD]eslah tv,https://stream1.freetv.fun/eslah-tv-1.m3u8
316.89ms,[HD]延边卫视,https://stream1.freetv.fun/yan-bian-wei-shi-23.m3u8
316.96ms,[VGA]future tv,https://stream1.freetv.fun/future-tv-1.m3u8
316.99ms,青海卫视,https://stream1.freetv.fun/b5b07b167df730b58cf9a86c7cbfc510ed48a60dae25a97c9713a86d0f8076f7.m3u8
317.01ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-8.m3u8
317.02ms,青海卫视,https://stream1.freetv.fun/700b3e5f41166e13fcf63757cb786ff68c7d8fd7289d72c8b36dc7c9fe9a8e82.m3u8
317.02ms,[HD]music black,https://stream1.freetv.fun/music-black-1.m3u8
